Fly_index,Stimulation,Fly_line,Experiment,Slope[mm/s²],Backward distance traveled [mm],Vmin [mm/s]
82,on2,M0MDN3-IF40,M0MDN3-IF6_200730_093001_s0a0_p6-0,-19.90365038312374,-1.2689545061368595,-3.982356457111078
83,on2,M0MDN3-IF40,M0MDN3-IF6_200717_090558_s0a0_p6-0,,,
84,on2,M0MDN3-IF40,M0MDN3-IF38_200724_114101_s0a0_p6-0,,,
85,on2,M0MDN3-IF40,M0MDN3-IF38_200807_093902_s0a0_p6-0,-110.46268936783981,-11.366228686299564,-11.197710885107782
86,on2,M0MDN3-IF40,M0MDN3-IF32_200820_091902_s0a0_p6-0,-0.6691615291862854,-4.42089809241302,-2.722998597377109
87,on2,M0MDN3-IF40,M0MDN3-IF32_200807_082912_s0a0_p6-0,-25.174532674330024,-0.7140350863967034,-5.3872363059504575
88,on2,M0MDN3-IF40,M0MDN3-IF32_200724_140200_s0a0_p6-0,-19.384829177161734,-1.4401196229930304,-4.808038786382824
89,on2,M0MDN3-IF40,M0MDN3-IF36_200820_102102_s0a0_p6-0,-7.816716780730743,-1.7291393495933283,-3.5658019913256975
90,on2,M0MDN3-IF40,M0MDN3-IF36_200807_091901_s0a0_p6-0,-14.49584556910859,-1.2174945172749274,-3.813302690379715
91,on2,M0MDN3-IF40,M0MDN3-IF36_200724_123600_s0a0_p6-0,-54.31152793245104,-11.9725441958563,-12.564073376457955
92,on2,M0MDN3-IF40,M0MDN3-IF8_200717_092001_s0a0_p6-0,,,
93,on2,M0MDN3-IF40,M0MDN3-IF8_200702_104658_s0a0_p6-0,-39.93460260991054,-8.966795478078545,-9.213572877169518
94,on2,M0MDN3-IF40,M0MDN3-IF8_200730_094645_s0a0_p6-0,-39.00309549702521,-10.76194810654084,-8.162522158332315
95,on2,M0MDN3-IF40,M0MDN3-IF5_200626_113528_s0a0_p6-0,-69.198168742731,-15.22308824848849,-14.16368671410539
96,on2,M0MDN3-IF40,M0MDN3-IF5_200724_092230_s0a0_p6-0,-2.720289383557603,-3.642776078853944,-4.038301416130977
97,on2,M0MDN3-IF40,M0MDN3-IF5_200710_102306_s0a0_p6-0,-40.68667133778741,-10.146103870367508,-8.700843225489475
98,on2,M0MDN3-IF40,M0MDN3-IF28_200724_144300_s0a0_p6-0,,,
99,on2,M0MDN3-IF40,M0MDN3-IF15_200710_120751_s0a0_p6-0,-12.369824072919274,-8.49462684469253,-6.361967324333347
100,on2,M0MDN3-IF40,M0MDN3-IF15_200806_090507_s0a0_p6-0,-23.512001374524722,-5.666945264393338,-4.669761423394872
101,on2,M0MDN3-IF40,M0MDN3-IF15_200724_105907_s0a0_p6-0,-31.436705448384657,-6.044273865647655,-5.8411169931043245
102,on2,M0MDN3-IF40,M0MDN3-IF17_200724_104101_s0a0_p6-0,-1.826229520850298,-8.634304859037558,-4.847166095952587
103,on2,M0MDN3-IF40,M0MDN3-IF17_200710_124201_s0a0_p6-0,-21.32868300340399,-7.000713087882523,-5.718393600687624
104,on2,M0MDN3-IF40,M0MDN3-IF24_200813_090020_s0a0_p6-0,-15.698178903313844,-3.6576841856932334,-3.4661249224726296
105,on2,M0MDN3-IF40,M0MDN3-IF24_200717_104007_s0a0_p6-0,,,
106,on2,M0MDN3-IF40,M0MDN3-IF24_200730_103806_s0a0_p6-0,,,
